CPU Name,Cores,CPU Mark -,Thread Mark -,TDP (W) -,Socket,Category
Intel Core i5-7442EQ @ 2.10GHz,4,"4,834","1,819",25,FCBGA1440,Laptop
Intel Core i5-750 @ 2.67GHz,4,"2,495","1,242",95,LGA1156,Desktop
Intel Core i5-7500 @ 3.40GHz,4,"6,066","2,284",65,LGA1151,Desktop
Intel Core i5-7500T @ 2.70GHz,4,"5,319","1,964",35,FCLGA1151,Desktop
Intel Core i5-760 @ 2.80GHz,4,"2,594","1,311",95,LGA1156,Desktop
Intel Core i5-7600 @ 3.50GHz,4,"6,600","2,477",65,FCLGA1151,Desktop
Intel Core i5-7600K @ 3.80GHz,4,"6,872","2,566",91,FCLGA1151,Desktop
Intel Core i5-7600T @ 2.80GHz,4,"6,074","2,234",35,FCLGA1151,Desktop
Intel Core i5-760S @ 2.53GHz,4,"5,440","1,578",NA,Unknown,Unknown
Intel Core i5-7640X @ 4.00GHz,4,"6,675","2,511",112,FCLGA2066,Desktop
Intel Core i5-7Y54 @ 1.20GHz,2,"2,748","1,569",4.5,FCBGA1515,Laptop
Intel Core i5-7Y57 @ 1.20GHz,2,"2,814","1,699",4.5,FCBGA1515,Laptop
Intel Core i5-8200Y @ 1.30GHz,2,"2,226","1,505",5,FCBGA1515,Laptop
Intel Core i5-8210Y @ 1.60GHz,2,"2,833","1,723",7,FCBGA1515,Laptop
Intel Core i5-8250U @ 1.60GHz,4,"5,940","1,932",15,FC-BGA1356,Laptop
Intel Core i5-8257U @ 1.40GHz,4,"7,679","2,313",15,FCBGA1528,Laptop
Intel Core i5-8259U @ 2.30GHz,4,"8,128","2,246",28,FCBGA1528,Laptop
Intel Core i5-8260U @ 1.60GHz,4,"7,854","2,313",15,FCBGA1528,Laptop
Intel Core i5-8265U @ 1.60GHz,4,"6,109","2,126",15,FCBGA1528,Laptop
Intel Core i5-8265UC @ 1.60GHz,4,"5,988","2,200",NA,FCBGA1528,Laptop
Intel Core i5-8269U @ 2.60GHz,4,"8,055","2,561",28,FCBGA1528,"Laptop, Mobile/Embedded"
Intel Core i5-8279U @ 2.40GHz,4,"8,042","2,467",28,FCBGA1528,Laptop
Intel Core i5-8300H @ 2.30GHz,4,"7,552","2,312",45,FCLGA1151-2,Laptop
Intel Core i5-8305G @ 2.80GHz,4,"7,073","2,118",65,BGA2270,Laptop
Intel Core i5-8350U @ 1.70GHz,4,"6,307","2,040",15,FC-BGA1356,Laptop
Intel Core i5-8365U @ 1.60GHz,4,"6,254","2,169",15,FCBGA1528,Laptop
Intel Core i5-8365UE @ 1.60GHz,4,"5,555","2,248",15,FCBGA1528,Laptop
Intel Core i5-8400 @ 2.80GHz,6,"9,221","2,404",65,FCLGA1151-2,Desktop
Intel Core i5-8400H @ 2.50GHz,4,"7,996","2,461",45,FCBGA1440,Laptop
Intel Core i5-8400T @ 1.70GHz,6,"7,445","1,924",35,FCLGA1151-2,Desktop
Intel Core i5-8500 @ 3.00GHz,6,"9,596","2,485",65,FCLGA1151-2,Desktop
Intel Core i5-8500B @ 3.00GHz,6,"9,418","2,573",65,FCBGA1440,Laptop
Intel Core i5-8500T @ 2.10GHz,6,"7,697","2,043",35,FCLGA1151-2,Desktop
Intel Core i5-8600 @ 3.10GHz,6,"9,846","2,581",65,FCLGA1151-2,Desktop
Intel Core i5-8600K @ 3.60GHz,6,"10,194","2,610",95,FCLGA1151-2,Desktop
Intel Core i5-8600T @ 2.30GHz,6,"8,227","2,180",35,FCLGA1151-2,Desktop
Intel Core i5-9300H @ 2.40GHz,4,"7,800","2,351",45,FCBGA1440,Laptop
Intel Core i5-9300HF @ 2.40GHz,4,"7,679","2,359",45,FCBGA1440,Laptop
Intel Core i5-9400 @ 2.90GHz,6,"9,488","2,482",65,FCLGA1151-2,Desktop
Intel Core i5-9400F @ 2.90GHz,6,"9,547","2,473",65,FCLGA1151-2,"Desktop, Laptop"
Intel Core i5-9400H @ 2.50GHz,4,"8,274","2,503",45,FCBGA1440,Laptop
Intel Core i5-9400T @ 1.80GHz,6,"7,809","2,059",35,FCLGA1151-2,Desktop
Intel Core i5-9500 @ 3.00GHz,6,"9,723","2,582",65,FCLGA1151-2,Desktop
Intel Core i5-9500F @ 3.00GHz,6,"10,330","2,678",65,FCLGA1151-2,Desktop
Intel Core i5-9500T @ 2.20GHz,6,"8,255","2,200",35,FCLGA1151-2,Desktop
Intel Core i5-9500TE @ 2.20GHz,6,"9,212","2,296",35,FCLGA1151-2,Laptop
Intel Core i5-9600 @ 3.10GHz,6,"10,369","2,751",65,FCLGA1151-2,Desktop
Intel Core i5-9600K @ 3.70GHz,6,"10,794","2,773",95,FCLGA1151-2,Desktop
Intel Core i5-9600KF @ 3.70GHz,6,"10,837","2,787",95,FCLGA1151-2,Desktop
Intel Core i5-9600T @ 2.30GHz,6,"8,393","2,175",35,FCLGA1151-2,Desktop
Intel Core i5-L16G7 @ 1.40GHz,5,"3,403","1,583",7,FC-CSP1016,Laptop
Intel Core i7-10510U @ 1.80GHz,4,"6,846","2,364",15,FCBGA1528,Laptop
Intel Core i7-10510Y @ 1.20GHz,4,"5,076","1,971",7,UTFCBGA1377,Laptop
Intel Core i7-1060NG7 @ 1.20GHz,4,"7,052","1,925",10,FCBGA1526,Laptop
Intel Core i7-10610U @ 1.80GHz,4,"7,105","2,378",15,FCBGA1528,Laptop
Intel Core i7-1065G7 @ 1.30GHz,4,"8,680","2,401",15,FCBGA-1526,Laptop
Intel Core i7-1068NG7 @ 2.30GHz,4,"10,104","2,486",28,FCBGA1344,Laptop
Intel Core i7-10700 @ 2.90GHz,8,"16,979","2,924",65,FCLGA1200,Desktop
Intel Core i7-10700E @ 2.90GHz,8,"17,020","2,845",65,FCLGA1200,"Laptop, Mobile/Embedded"
Intel Core i7-10700F @ 2.90GHz,8,"16,960","2,917",65,FCLGA1200,Desktop
Intel Core i7-10700K @ 3.80GHz,8,"19,294","3,074",125,FCLGA1200,Desktop
Intel Core i7-10700KF @ 3.80GHz,8,"19,146","3,055",125,FCLGA1200,Desktop
Intel Core i7-10700T @ 2.00GHz,8,"13,092","2,659",35,FCLGA1200,Desktop
Intel Core i7-10700TE @ 2.00GHz,8,"16,332","2,772",35,FCLGA1200,Laptop
Intel Core i7-10710U @ 1.10GHz,6,"10,130","2,459",15,FCBGA1528,Laptop
Intel Core i7-10750H @ 2.60GHz,6,"12,369","2,717",45,FCBGA1440,Laptop
Intel Core i7-10810U @ 1.10GHz,6,"8,353","2,322",15,FCBGA1528,Laptop
Intel Core i7-10850H @ 2.70GHz,6,"12,156","2,743",45,FCBGA1440,Laptop
Intel Core i7-10870H @ 2.20GHz,8,"15,038","2,727",45,FCBGA1440,Laptop
Intel Core i7-10875H @ 2.30GHz,8,"15,453","2,782",45,FCBGA1440,Laptop
Intel Core i7-11370H @ 3.30GHz,4,"12,140","3,024",35,FCBGA1449,Laptop
Intel Core i7-11375H @ 3.30GHz,4,"12,383","3,105",35,FCBGA1449,Laptop
Intel Core i7-11390H @ 3.40GHz,4,"10,803","3,038",35,FCBGA1449,Laptop
Intel Core i7-11600H @ 2.90GHz,6,"16,030","3,204",45,FCBGA1787,Laptop
Intel Core i7-1160G7 @ 1.20GHz,4,"10,316","2,827",NA,FCBGA1598,Laptop
Intel Core i7-1165G7 @ 2.80GHz,4,"10,602","2,876",15,BGA1526,Laptop
Intel Core i7-11700 @ 2.50GHz,8,"20,730","3,136",95,FCLGA1200,Desktop
Intel Core i7-11700B @ 3.20GHz,8,"22,539","3,362",65,Unknown,Desktop
Intel Core i7-11700F @ 2.50GHz,8,"21,440","3,339",65,FCLGA1200,Desktop
Intel Core i7-11700K @ 3.60GHz,8,"24,786","3,431",125,FCLGA1200,Desktop
Intel Core i7-11700KF @ 3.60GHz,8,"24,204","3,421",125,FCLGA1200,Desktop
Intel Core i7-11700T @ 1.40GHz,8,"15,271","2,859",35,FCLGA1200,Desktop
Intel Core i7-11800H @ 2.30GHz,8,"21,454","3,140",45,FCBGA1787,Laptop
Intel Core i7-1180G7 @ 1.30GHz,4,"6,607","2,323",15,FCBGA1598,Laptop
Intel Core i7-11850H @ 2.50GHz,8,"21,211","3,224",45,FCBGA1787,Laptop
Intel Core i7-1185G7 @ 3.00GHz,4,"11,011","2,912",15,BGA1526,Laptop
Intel Core i7-1185G7E @ 2.80GHz,4,"11,114","3,017",15,FCBGA1449,"Laptop, Mobile/Embedded"
Intel Core i7-1185GRE @ 2.80GHz,4,"9,142","2,793",15,FCBGA1449,Mobile/Embedded
Intel Core i7-1195G7 @ 2.90GHz,4,"11,048","3,098",28,FCBGA1449,Laptop
Intel Core i7-1260P,4,"17,547","3,262",28,BGA1700,Laptop
Intel Core i7-1265U,2,"12,281","3,390",15,FCBGA1744,"Laptop, Mobile/Embedded"
Intel Core i7-12700,8,"31,621","3,939",65,FCLGA1700,Desktop
Intel Core i7-12700F,8,"32,038","3,982",65,FCLGA1700,Desktop
Intel Core i7-12700H,6,"27,545","3,747",45,FCBGA1744,Laptop
Intel Core i7-12700K,8,"33,990","4,040",190,FCLGA1700,Desktop
Intel Core i7-12700KF,8,"34,034","4,048",190,FCLGA1700,Desktop
Intel Core i7-1270P,4,"22,842","3,824",28,BGA1700,Laptop
Intel Core i7-12800H,6,"19,052","3,604",45,FCBGA1744,Laptop
Intel Core i7-2600 @ 3.40GHz,4,"5,345","1,741",95,LGA1155,Desktop
Intel Core i7-2600K @ 3.40GHz,4,"5,497","1,745",95,LGA1155,Desktop
Intel Core i7-2600S @ 2.80GHz,4,"4,524","1,712",65,LGA1155,Desktop
Intel Core i7-2610UE @ 1.50GHz,2,"1,409",972,17,BGA1023,Laptop
Intel Core i7-2617M @ 1.50GHz,2,"1,687","1,092",17,BGA1023,Laptop
Intel Core i7-2620M @ 2.70GHz,2,"2,425","1,469",35,BGA1023,Laptop
Intel Core i7-2630QM @ 2.00GHz,4,"3,554","1,221",45,PGA988B,Laptop
Intel Core i7-2630UM @ 1.60GHz,2,400,221,NA,Unknown,Laptop
Intel Core i7-2635QM @ 2.00GHz,4,"3,466","1,235",45,BGA1224,Laptop
Intel Core i7-2637M @ 1.70GHz,2,"1,942","1,222",17,BGA1023,Laptop
Intel Core i7-2640M @ 2.80GHz,2,"2,437","1,488",35,BGA1023,Laptop
Intel Core i7-2655LE @ 2.20GHz,2,"1,999","1,231",25,BGA1023,Desktop
Intel Core i7-2670QM @ 2.20GHz,4,"3,734","1,326",45,PGA988B,Laptop
Intel Core i7-2675QM @ 2.20GHz,4,"3,766","1,262",45,BGA1224,Laptop
Intel Core i7-2677M @ 1.80GHz,2,"1,993","1,240",17,BGA1023,Laptop
Intel Core i7-2700K @ 3.50GHz,4,"5,605","1,785",95,LGA1155,Desktop
Intel Core i7-2710QE @ 2.10GHz,4,"4,044","1,393",45,PGA988B,Laptop
Intel Core i7-2715QE @ 2.10GHz,4,"3,221","1,287",45,BGA1023,Laptop
Intel Core i7-2720QM @ 2.20GHz,4,"4,105","1,393",45,BGA1224,Laptop
Intel Core i7-2760QM @ 2.40GHz,4,"4,353","1,534",45,BGA1224,Laptop
Intel Core i7-2820QM @ 2.30GHz,4,"4,347","1,515",45,BGA1224,Laptop
Intel Core i7-2840QM @ 2.40GHz,4,"3,842","1,493",NA,rPGA988B,Laptop
Intel Core i7-2860QM @ 2.50GHz,4,"4,599","1,596",45,BGA1224,Laptop
Intel Core i7-2920XM @ 2.50GHz,4,"4,344","1,499",55,FCPGA988,Laptop
Intel Core i7-2960XM @ 2.70GHz,4,"4,423","1,491",55,PGA988B,Laptop
Intel Core i7-3517U @ 1.90GHz,2,"2,084","1,297",17,BGA1023,Laptop
Intel Core i7-3517UE @ 1.70GHz,2,"2,141","1,205",17,BGA1023,Laptop
Intel Core i7-3520M @ 2.90GHz,2,"2,872","1,741",35,BGA1023,Laptop
Intel Core i7-3537U @ 2.00GHz,2,"2,399","1,493",17,BGA1023,Laptop
Intel Core i7-3540M @ 3.00GHz,2,"2,918","1,774",35,rPGA988B,Laptop
Intel Core i7-3555LE @ 2.50GHz,2,"1,880",980,25,BGA1023,Laptop
Intel Core i7-3610QE @ 2.30GHz,4,"4,767","1,526",45,rPGA988B,Laptop
Intel Core i7-3610QM @ 2.30GHz,4,"5,093","1,663",45,PGA988B,Laptop
Intel Core i7-3612QE @ 2.10GHz,4,"4,929","1,678",35,BGA1224,Laptop
Intel Core i7-3612QM @ 2.10GHz,4,"4,603","1,541",35,"PGA988B, FCBGA12",Laptop
Intel Core i7-3615QE @ 2.30GHz,4,"5,415","1,771",45,BGA1224,Laptop
Intel Core i7-3615QM @ 2.30GHz,4,"5,228","1,738",45,BGA1224,Laptop
Intel Core i7-3630QM @ 2.40GHz,4,"5,134","1,698",45,rPGA988B,Laptop
Intel Core i7-3632QM @ 2.20GHz,4,"4,624","1,577",35,rPGA988B,Laptop
Intel Core i7-3635QM @ 2.40GHz,4,"4,575","1,652",45,Unknown,Laptop
Intel Core i7-3667U @ 2.00GHz,2,"2,418","1,518",17,BGA1023,Laptop
Intel Core i7-3687U @ 2.10GHz,2,"2,650","1,599",17,BGA1023,Laptop
Intel Core i7-3689Y @ 1.50GHz,2,"1,967","1,209",13,FCBGA1023,Laptop
Intel Core i7-3720QM @ 2.60GHz,4,"5,682","1,871",45,BGA1224,Laptop
Intel Core i7-3740QM @ 2.70GHz,4,"5,706","1,882",45,rPGA988B,Laptop
Intel Core i7-3770 @ 3.40GHz,4,"6,395","2,075",77,LGA1155,Desktop
Intel Core i7-3770K @ 3.50GHz,4,"6,459","2,081",77,LGA1155,Desktop
Intel Core i7-3770S @ 3.10GHz,4,"6,162","2,032",65,LGA1155,Desktop
Intel Core i7-3770T @ 2.50GHz,4,"5,573","1,933",45,LGA1155,Desktop
Intel Core i7-3820 @ 3.60GHz,4,"5,756","1,736",130,LGA2011,Desktop
Intel Core i7-3820QM @ 2.70GHz,4,"5,755","1,915",45,BGA1224,Laptop
Intel Core i7-3840QM @ 2.80GHz,4,"5,977","1,953",45,rPGA988B,Laptop
Intel Core i7-3920XM @ 2.90GHz,4,"5,700","1,910",55,FCPGA988,Laptop
Intel Core i7-3930K @ 3.20GHz,6,"8,246","1,762",130,LGA2011,Desktop
Intel Core i7-3940XM @ 3.00GHz,4,"5,671","1,930",55,rPGA988B,Laptop
Intel Core i7-3960X @ 3.30GHz,6,"8,596","1,816",130,LGA2011,Desktop
Intel Core i7-3970X @ 3.50GHz,6,"8,373","1,832",150,LGA2011,Desktop
Intel Core i7-4500U @ 1.80GHz,2,"2,532","1,546",15,BGA1168,Laptop
Intel Core i7-4510U @ 2.00GHz,2,"2,584","1,544",15,FCBGA1168,Laptop
Intel Core i7-4550U @ 1.50GHz,2,"2,354","1,289",15,BGA1168,Laptop
Intel Core i7-4558U @ 2.80GHz,2,"2,956","1,824",28,BGA1168,Laptop
Intel Core i7-4560U @ 1.60GHz,2,"2,950","1,782",NA,Unknown,Laptop
Intel Core i7-4578U @ 3.00GHz,2,"3,013","1,913",28,FCBGA1168,Laptop
Intel Core i7-4600M @ 2.90GHz,2,"3,174","1,854",37,PGA946,Laptop
Intel Core i7-4600U @ 2.10GHz,2,"2,688","1,676",15,FCBGA1168,Laptop
Intel Core i7-4610M @ 3.00GHz,2,"3,002","1,740",37,"FPGA946,FPGA947",Laptop
Intel Core i7-4610Y @ 1.70GHz,2,"2,446","1,583",11.5,BGA1168,Desktop
Intel Core i7-4650U @ 1.70GHz,2,"2,410","1,543",15,BGA1168,Laptop
Intel Core i7-4700EQ @ 2.40GHz,4,"4,941","1,842",47,FCBGA1364,Desktop
Intel Core i7-4700HQ @ 2.40GHz,4,"5,564","1,785",47,FCBGA1364,Laptop
Intel Core i7-4700MQ @ 2.40GHz,4,"5,331","1,769",47,rPGA946B,Laptop
Intel Core i7-4702HQ @ 2.20GHz,4,"5,305","1,651",37,FCBGA1364,Laptop
Intel Core i7-4702MQ @ 2.20GHz,4,"5,106","1,687",37,FCPGA946,Laptop
Intel Core i7-4710HQ @ 2.50GHz,4,"5,509","1,782",47,FCBGA1364,Laptop
Intel Core i7-4710MQ @ 2.50GHz,4,"5,800","1,895",47,FCPGA946,Laptop
Intel Core i7-4712HQ @ 2.30GHz,4,"5,188","1,684",37,FCBGA1364,Laptop
Intel Core i7-4712MQ @ 2.30GHz,4,"5,262","1,787",37,FCPGA946,Laptop
Intel Core i7-4720HQ @ 2.60GHz,4,"5,772","1,871",47,BGA1364,Laptop
Intel Core i7-4722HQ @ 2.40GHz,4,"5,620","1,844",37,FCBGA1364,Laptop
Intel Core i7-4750HQ @ 2.00GHz,4,"5,599","1,733",47,FCBGA1364,Laptop
Intel Core i7-4760HQ @ 2.10GHz,4,"6,300","1,944",47,FCBGA1364,Laptop
Intel Core i7-4765T @ 2.00GHz,4,"5,036","1,619",35,FCLGA1150,Desktop
Intel Core i7-4770 @ 3.40GHz,4,"7,026","2,165",84,LGA1150,Desktop
Intel Core i7-4770HQ @ 2.20GHz,4,"6,121","1,935",47,FCBGA1364,Laptop
Intel Core i7-4770K @ 3.50GHz,4,"7,123","2,164",84,LGA1150,Desktop
Intel Core i7-4770R @ 3.20GHz,4,"6,429","2,161",65,FCBGA1364,Desktop
Intel Core i7-4770S @ 3.10GHz,4,"6,818","2,149",65,LGA1150,Desktop
Intel Core i7-4770T @ 2.50GHz,4,"6,038","2,046",45,LGA1150,Desktop
Intel Core i7-4770TE @ 2.30GHz,4,"4,257","1,458",45,LGA1150,Desktop
Intel Core i7-4771 @ 3.50GHz,4,"7,089","2,190",84,LGA1150,Desktop
Intel Core i7-4785T @ 2.20GHz,4,"5,427","1,744",35,FCLGA1150,Desktop
Intel Core i7-4790 @ 3.60GHz,4,"7,236","2,234",84,FCLGA1150,Desktop
Intel Core i7-4790K @ 4.00GHz,4,"8,059","2,468",88,LGA1150,Desktop
Intel Core i7-4790S @ 3.20GHz,4,"6,943","2,208",65,LGA1150,Desktop
Intel Core i7-4790T @ 2.70GHz,4,"6,291","2,100",45,LGA1150,Desktop
Intel Core i7-4800MQ @ 2.70GHz,4,"5,808","1,939",47,rPGA946B,Laptop
Intel Core i7-4810MQ @ 2.80GHz,4,"6,044","2,007",47,FCPGA946,Laptop
Intel Core i7-4820K @ 3.70GHz,4,"6,540","1,959",130,FCLGA2011,Desktop
Intel Core i7-4850HQ @ 2.30GHz,4,"6,398","2,003",47,FCBGA1364,Laptop
Intel Core i7-4860EQ @ 1.80GHz,4,"5,500","1,754",47,FCBGA1364,Laptop
Intel Core i7-4860HQ @ 2.40GHz,4,"6,138","1,901",47,FCBGA1364,Laptop
Intel Core i7-4870HQ @ 2.50GHz,4,"6,374","2,088",47,FCBGA1364,Laptop
Intel Core i7-4900MQ @ 2.80GHz,4,"6,045","1,946",47,FCPGA946,Laptop
Intel Core i7-4910MQ @ 2.90GHz,4,"6,244","2,009",47,FCPGA946,Laptop
Intel Core i7-4930K @ 3.40GHz,6,"9,385","1,973",130,LGA2011,Desktop
Intel Core i7-4930MX @ 3.00GHz,4,"6,753","2,180",57,FCPGA946,Laptop
Intel Core i7-4940MX @ 3.10GHz,4,"7,060","2,286",57,"FPGA946,FPGA947",Laptop
Intel Core i7-4960HQ @ 2.60GHz,4,"6,768","2,190",47,FCBGA1364,Laptop
Intel Core i7-4960X @ 3.60GHz,6,"9,906","2,078",130,LGA2011,Desktop
Intel Core i7-4980HQ @ 2.80GHz,4,"6,801","2,256",47,FCBGA1364,Laptop
Intel Core i7-5500U @ 2.40GHz,2,"2,719","1,630",15,FCBGA1168,Laptop
Intel Core i7-5550U @ 2.00GHz,2,"2,908","1,781",15,FCBGA1168,Laptop
Intel Core i7-5557U @ 3.10GHz,2,"3,162","1,935",28,FCBGA1168,Laptop
Intel Core i7-5600U @ 2.60GHz,2,"2,989","1,763",15,FCBGA1168,Laptop
Intel Core i7-5650U @ 2.20GHz,2,"3,006","1,923",15,FCBGA1168,Laptop
Intel Core i7-5675C @ 3.10GHz,4,"6,089","2,249",65,LGA1150,Desktop
Intel Core i7-5700EQ @ 2.60GHz,4,"5,905","2,124",47,FCBGA1364,Laptop
Intel Core i7-5700HQ @ 2.70GHz,4,"6,018","2,024",47,FCBGA1364,Laptop
Intel Core i7-5775C @ 3.30GHz,4,"7,801","2,318",65,FCLGA1150,Desktop
Intel Core i7-5775R @ 3.30GHz,4,"7,714","2,318",65,LGA1150,Desktop
Intel Core i7-5820K @ 3.30GHz,6,"9,813","2,011",140,LGA2011-v3,Desktop
Intel Core i7-5850EQ @ 2.70GHz,4,"7,036","2,119",47,FCBGA1364,Laptop
Intel Core i7-5850HQ @ 2.70GHz,4,"6,866","2,219",47,FCBGA1364,Laptop
Intel Core i7-5930K @ 3.50GHz,6,"10,298","2,062",140,LGA2011-v3,Desktop
Intel Core i7-5950HQ @ 2.90GHz,4,"7,696","2,288",47,FCBGA1364,Laptop
Intel Core i7-5960X @ 3.00GHz,8,"12,721","1,979",140,LGA2011-v3,Desktop
Intel Core i7-610E @ 2.53GHz,2,"1,818","1,400",35,BGA1288,Laptop
Intel Core i7-620LM @ 2.00GHz,2,"1,422","1,074",25,rPGA988A,Laptop
Intel Core i7-620M @ 2.67GHz,2,"1,999","1,283",35,BGA1288,Laptop
Intel Core i7-620UM @ 1.07GHz,2,964,777,18,BGA1288,Laptop
Intel Core i7-640LM @ 2.13GHz,2,"1,469","1,013",25,BGA1288,Laptop
Intel Core i7-640M @ 2.80GHz,2,"2,042","1,385",35,BGA1288,Laptop
Intel Core i7-640UM @ 1.20GHz,2,"1,090",817,18,BGA1288,Laptop
Intel Core i7-6498DU @ 2.50GHz,2,"3,303","1,721",15,BGA1356,Laptop
Intel Core i7-6500U @ 2.50GHz,2,"3,280","1,709",15,FCBGA1356,Laptop
Intel Core i7-6560U @ 2.20GHz,2,"3,428","1,731",15,Unknown,Laptop
Intel Core i7-6567U @ 3.30GHz,2,"3,796","2,096",28,FCBGA1356,Laptop
Intel Core i7-6600U @ 2.60GHz,2,"3,506","1,849",15,FCBGA1356,Laptop
Intel Core i7-660UM @ 1.33GHz,2,"1,272",927,18,BGA1288,Laptop
Intel Core i7-6650U @ 2.20GHz,2,"3,579","1,813",15,FCBGA1356,Laptop
Intel Core i7-6660U @ 2.40GHz,2,"3,851","1,983",15,FCBGA1356,Laptop
Intel Core i7-6700 @ 3.40GHz,4,"8,070","2,299",65,LGA 1151,Desktop
Intel Core i7-6700HQ @ 2.60GHz,4,"6,541","1,918",45,FCBGA1440,Laptop
Intel Core i7-6700K @ 4.00GHz,4,"8,962","2,519",95,LGA1151,Desktop
Intel Core i7-6700T @ 2.80GHz,4,"7,260","2,093",35,LGA 1151,Desktop
Intel Core i7-6700TE @ 2.40GHz,4,"6,734","2,012",35,LGA 1151,Desktop
Intel Core i7-6770HQ @ 2.60GHz,4,"7,145","1,966",45,FCBGA1440,Laptop
Intel Core i7-6800K @ 3.40GHz,6,"10,677","2,271",140,LGA2011-v3,Desktop
Intel Core i7-680UM @ 1.47GHz,2,"1,046",773,18,BGA1288,Laptop
Intel Core i7-6820EQ @ 2.80GHz,4,"6,924","1,969",45,FCBGA1440,Laptop
Intel Core i7-6820HK @ 2.70GHz,4,"6,922","1,949",45,FCBGA1440,Laptop
Intel Core i7-6820HQ @ 2.70GHz,4,"6,934","1,991",45,FCBGA1440,Laptop
Intel Core i7-6822EQ @ 2.00GHz,4,"5,241","1,572",25,LGA 1151,Laptop
Intel Core i7-6850K @ 3.60GHz,6,"11,285","2,407",140,FCLGA2011-3,Desktop
Intel Core i7-6900K @ 3.20GHz,8,"14,291","2,361",140,FCLGA2011-3,Desktop
Intel Core i7-6920HQ @ 2.90GHz,4,"7,385","2,125",45,FCBGA1440,Laptop
Intel Core i7-6950X @ 3.00GHz,10,"17,146","2,340",140,LGA2011-v3,Desktop
Intel Core i7-720QM @ 1.60GHz,4,"1,660",965,45,PGA988A,Laptop
Intel Core i7-740QM @ 1.73GHz,4,"1,780","1,010",45,PGA988A,Laptop
Intel Core i7-7500U @ 2.70GHz,2,"3,654","1,948",15,FCBGA1356,Laptop
Intel Core i7-7560U @ 2.40GHz,2,"3,801","2,013",15,BGA1356,Laptop
Intel Core i7-7567U @ 3.50GHz,2,"4,248","2,258",28,BGA1356,Laptop
Intel Core i7-7600U @ 2.80GHz,2,"3,665","1,989",15,FCBGA1356,Laptop
Intel Core i7-7660U @ 2.50GHz,2,"4,099","2,137",15,BGA1356,Laptop
Intel Core i7-7700 @ 3.60GHz,4,"8,639","2,472",65,LGA1151,Desktop
Intel Core i7-7700HQ @ 2.80GHz,4,"6,955","2,069",45,FCBGA1440,Laptop
Intel Core i7-7700K @ 4.20GHz,4,"9,663","2,732",95,LGA 1151,Desktop
Intel Core i7-7700T @ 2.90GHz,4,"7,543","2,155",35,FCLGA1151,Desktop
Intel Core i7-7740X @ 4.30GHz,4,"9,864","2,805",112,FCLGA2066,Desktop
Intel Core i7-7800X @ 3.50GHz,6,"12,880","2,417",140,FCLGA2066,Desktop
Intel Core i7-7820EQ @ 3.00GHz,4,"7,453","2,207",45,FCBGA1440,Laptop
Intel Core i7-7820HK @ 2.90GHz,4,"7,695","2,180",45,FCBGA1440,Laptop
Intel Core i7-7820HQ @ 2.90GHz,4,"7,213","2,141",45,FCBGA1440,Laptop
Intel Core i7-7820X @ 3.60GHz,8,"17,289","2,539",140,FCLGA2066,Desktop
Intel Core i7-7900X @ 3.30GHz,10,"19,358","2,610",140,FCLGA2066,Desktop
Intel Core i7-7920HQ @ 3.10GHz,4,"7,435","2,224",45,FCBGA1440,Laptop
Intel Core i7-7Y75 @ 1.30GHz,2,"2,670","1,612",4.5,FCBGA1515,"Desktop, Laptop"
Intel Core i7-8086K @ 4.00GHz,6,"14,554","2,894",95,FCLGA1151-2,Desktop
Intel Core i7-820QM @ 1.73GHz,4,"1,768","1,029",45,PGA988A,Laptop
Intel Core i7-840QM @ 1.87GHz,4,"1,924","1,137",45,PGA988A,Laptop
Intel Core i7-8500Y @ 1.50GHz,2,"2,631","1,501",5,FCBGA1515,Laptop
Intel Core i7-8550U @ 1.80GHz,4,"5,950","2,071",15,FC-BGA1356,Laptop
Intel Core i7-8557U @ 1.70GHz,4,"8,225","2,571",15,FCBGA1528,Laptop
Intel Core i7-8559U @ 2.70GHz,4,"8,745","2,580",28,FCBGA1528,Laptop
Intel Core i7-8565U @ 1.80GHz,4,"6,369","2,250",15,FCBGA1356,Laptop
Intel Core i7-8565UC @ 1.80GHz,4,"6,187","2,527",15,FCBGA1528,Laptop
Intel Core i7-8569U @ 2.80GHz,4,"8,523","2,773",28,FCBGA1528,Laptop
Intel Core i7-860 @ 2.80GHz,4,"2,886","1,320",95,LGA1156,Desktop
Intel Core i7-860S @ 2.53GHz,4,"2,725","1,413",82,LGA1156,Desktop
Intel Core i7-8650U @ 1.90GHz,4,"6,371","2,158",15,FC-BGA1356,Laptop
Intel Core i7-8665U @ 1.90GHz,4,"6,414","2,246",15,FCBGA1528,Laptop
Intel Core i7-8665UE @ 1.70GHz,4,"5,017","1,538",15,FCBGA1528,Laptop
Intel Core i7-870 @ 2.93GHz,4,"3,065","1,386",95,LGA1156,Desktop
Intel Core i7-8700 @ 3.20GHz,6,"13,052","2,663",65,FCLGA1151-2,Desktop
Intel Core i7-8700B @ 3.20GHz,6,"12,363","2,766",65,FCBGA1440,Laptop
Intel Core i7-8700K @ 3.70GHz,6,"13,869","2,765",95,FCLGA1151-2,Desktop
Intel Core i7-8700T @ 2.40GHz,6,"10,471","2,361",35,FCLGA1151-2,Desktop
Intel Core i7-8705G @ 3.10GHz,4,"7,947","2,288",65,BGA2270,Laptop
Intel Core i7-8706G @ 3.10GHz,4,"8,136","2,519",65,BGA2270,Laptop
